오디션 명,기획사 명,시작 나이,끝 나이,분야,성별,접수 마감일,상세정보,URL,
JYP Entertainment 2022 센터오디션 9월,JYP 엔터테인먼트,0,0,-,모두,2022-09-13,"JYP Entertainment 2022 센터오디션 9월 일정 안내
?
안녕하세요, JYP엔터테인먼트 캐스팅팀입니다.
2022년 9월 센터오디션 일정을 아래와 같이 안내 드립니다.
?
<2022년 9월 4일 센터오디션>
오디션 일자 : 2022년 9월 4일 (일요일)
오디션 시간 :
- 국내 PM 12:00, 13:00, 14:00, 15:00, 16:00
- 해외 PM 13:00, 14:00, 15:00, 16:00
접수 페이지 오픈 : 2022년 8월 29일 (월요일) PM 1:00 ~
?
<2022년 9월 18일 센터오디션>
오디션 일자 : 2022년 9월 18일 (일요일)
오디션 시간 :
- 국내 PM 12:00, 13:00, 14:00, 15:00, 16:00
- 해외 PM 13:00, 14:00, 15:00, 16:00
접수 페이지 오픈 : 2022년 9월 13일 (화요일) PM 1:00 ~
?
오디션 접수 마감이 빠를 수 있으며, 마감 후엔 지원이 불가능 하니 참고 바랍니다. 감사합니다.


?
<JYP Entertainment 2022 Monthly Audition September Schedule>
?
Hello, this is JYP Entertainment Casting Team.
The schedule for September JYP Monthly Audition is as follows:
?
<JYP Monthly Audition on September 4th, 2022>
Audition Date : September 4th, 2022 (SUN)
Audition Time :
- Koreans PM 12:00, 13:00, 14:00, 15:00, 16:00 (KST)
- Non-Koreans PM 13:00, 14:00, 15:00, 16:00 (KST)
Registration Page Open : August 29th, 2022 (MON) PM 1:00 ~ (KST)
?
<JYP Monthly Audition on September 18th, 2022>
Audition Date : September 18th, 2022 (SUN)
Audition Time :
- Koreans PM 12:00, 13:00, 14:00, 15:00, 16:00 (KST)
- Non-Koreans PM 13:00, 14:00, 15:00, 16:00 (KST)
Registration Page Open : September 13th, 2022 (TUE) PM 1:00 ~ (KST)
?
Limited spots for the audition may fill up very fast once the audition page opens. Be aware that you will no longer be able to apply once it is filled. Thank you.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=6&document_srl=468052,75
2022년 판타지오 전국 공개 오디션 투어(2022 SUMMER FANTAGIO AUDITION),판타지오,"20,021,998",0,"보컬,랩,댄스,연기",모두,-,"2022년 SUMMER FANTAGIO AUDITION
2022년 판타지오 전국 공개 오디션 투어 안내

대전 | 춘천 | 대구 | 울산 | 창원 | 부산 | 전주 | 광주 | 서울

[지원자격]
- 성별/국적 불문
- 가수 파트 : 2002년 이후 출생
- 연기 파트 : 1998년 이후 출생

[지원 방법]
- 각 지역 오디션 진행 학원에서 오디션 진행 시작 30분 전부터 지원서 작성 가능
- 해당 학원생이 아니거나 타지역 지원자도 참여 가능

[지원 분야]
- 가수 파트 : 보컬/랩(무반주 1분 내외), 댄스(음원 개별 준비)
- 연기 파트 : 자유 연기(1분 내외)

[문의 사항]
각 지역 오디션 진행 학원에 문의 요망

[오디션 일정]
자세한 일정은 포스터를 참고해 주세요.

* 본 오디션의 결과는 합격자에 한해 개별 연락을 드리니 양해 부탁드립니다.
* 오디션 시 접수된 개인 자료 및 오디션 영상은 판타지오에 귀속되며 반환하지 않습니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=6&document_srl=466846,76
EZ ENTERTAINMENT BOY GROUP AUDITION 2023년 하반기 데뷔 목표,EZ 엔터테인먼트,2000,2005,"보컬,랩,댄스",남자,2022-09-05,"[ BOY GROUP AUDITION ]
내년 하반기 데뷔를 목표로 하는 차세대 보이 그룹 K-POP스타를 찾고 있습니다.

?지원자격
: 2000년생부터 2005년 출생 남자 (최소 나이 만17세)
(국적 제한없음 단, 국내 거주자 한국어 능숙자)

?접수기간
2022년 7월 15일부터 9월 30일까지

?홈페이지 접수 (아래 링크로 접속)
http://www.ez2nt.com/EZENTAUDITION

?1차 오디션 준비사항
: 보컬, 랩, 댄스 중 1개 이상 (1분 30초 내 자유곡) + (개인기)

?유의사항
홈페이지 접수 시, 반드시 본인 이름(실명)을 기입해주셔야 합니다.
영상은 본인 얼굴 확인이 가능하게 촬영한 영상이어야 접수가 됩니다. (mp4형식)
사진 첨부 시, 포토샾&어플 효과 사용 없는 기본 사진. (정면/측면/전신-3장이상/jpg형식)
1차 합격 안내는 개인 휴대폰 메시지로 전달 예정(2차 오디션 순번 부여)입니다.
[합격자에 한해서 연락 드릴 예정이며, 합격자는 10월 3일부터 8일까지 순차적으로 오디션 예정]
안내 드린 접수 기간에만 접수가 가능하고, 준비사항으로 기재된 내역의 영상을 반드시 첨부하여야 하며, 1차 심사 합격자에 한하여 2차 현장 오디션을 볼 수 있습니다.

?1, 2차 오디션 공통사항
[보컬 / 랩] 중 1곡 (1절 분량 멜로디 & 코르서 없는 MR사용 / POP SONG 불가)
<자작곡일 시, 가사와 악보 제출 필수>
[댄스] 1분 내외의 댄스 1곡
<창작 안무일 경우, 창작자 기재 / 커버 또는 안무가 카피일 경우, 출처 표기 반드시 명시>

?2차 오디션 필수사항
사진이 있는 신분증 반드시 지참. (학생증도 가능)

?오디션 신청에 제출된 첨부 자료 및 개인 정보는 오디션 참고 용도로만 사용 되며, 오디션 종료 후, 2022년 10월 31일에 일괄 폐기 됩니다.

Contact Us
02-2063-4816 / 02-2063-4815 / 02-2063-4811 (월-금 11시-19시)
ezent_audition@naver.com

접수가 진행 중이니 많은 지원 부탁드립니다.
자세한 내용은 포스터 참고 부탁드립니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=7&document_srl=465967,77
위에화엔터테인먼트 여자연습생 채용,위에화 엔터테인먼트,2004,2009,-,여자,-,"여자연습생 채용공고
위에화엔터테인먼트에서 여자 연습생(신입/경력)을 모집합니다.

1. 지원 기간
- 2022년 8월 8일 (월) ~ 2022년 9월 5일 (월)

2. 지원 자격
- 2009년생 ~ 2004년생

3. 지원 방법
- 이름, 나이, 키, 연락처, 정면 사진(보컬or댄스 1분 내외), 경력사항(신입은 제출X) 카카오톡(ID YHaudition)으로 제출

4. 기타 사항
- 합격자에 한해 2주 안에 개별 연락드립니다.
- 사진, 영상에 필터 사용 시 심사에 불이익이 발생합니다.
- 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=7&document_srl=465591,78
FNC 엔터테인먼트 2022년 8월 공개 오디션,FNC 엔터테인먼트,"200,319,981,994",0,"보컬,랩,댄스,연기,기타",모두,2022-08-28,"2022년 8월 공개 오디션 안내
안녕하세요 FNC 캐스팅 팀입니다.
8월 28일 공개 오디션 및 일정을 안내드립니다.
8월 진행되는 공개 오디션은 '코로나19 예방 수칙에 의거하여 진행될 예정입니다.
※ 마스크 미 착용 시 출입 및 오디션 진행 불가
자세한 내용 및 참여 방법은 FNC 오디션 공식 홈페이지와 업로드된 게시물을 참고하여 주시기 바랍니다.

■ 지원분야
보컬, 랩, 피아노, 드럼, 기타, 베이스, 연기, 비주얼, 댄스

■ 지원 자격
① 가수파트 : 03년생 이후 출생자
② 연기파트 : 98년생 이후 출생자
③ 악기연주 파트 : 94년생 이후 출생자
→지원 자격에 적합하신 분에 한해서 국적, 성별, 학력 제한은 없습니다.

■ 8월 공개 오디션 일정
2022년 8월 28일 (일)

■ 진행장소
FNC엔터테인먼트(서울시 강남구 청담동 111)

■ 접수 방법 및 시간
현장 접수 (당일 오전 11시 ~ 오후 2시까지)

*공개 오디션 참가 후 6개월 이내 공개오디션 재접수가 불가능합니다.
*신청 후 오디션 불참 시, 향 후 FNC에서 진행하는 모든 오디션 참가에 불이익이 있을 수 있사오니
반드시 참가가 가능하신 분만 신청 해 주시기 바랍니다.
*오디션 당일 고열(37.3도 이상) 혹은 마스크 미착용 시 참가 불가능합니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=7&document_srl=465014,79
웨이크원 비주얼 오디션 <WANTED: 동물상을 찾습니다>,웨이크원,2000,2010,-,모두,2022-08-16,"섹시함과 귀여움이 한번에! 사막여우상?
아이돌 동물상의 정석, 고양이상?
동그란 눈과 귀여운 앞니가 매력적인 토끼상?

아이돌 비주얼의 정석, 동물상을 찾습니다!
웨이크원 비주얼 오디션 <WANTED: 동물상을 찾습니다>

아이돌 찰떡 동물 비주얼을 가진 당신을 기다립니다.
지금 바로 지원해주세요!

 

-지원 기간
기간 : 8월 1일(월) ~ 8월 16일(화) 00시까지

-지원 분야
비주얼 : 1분~1분 30초 내외의 자기소개 및 사진
(형식 무관 / 영상 및 사진 모두 과한 필터 자제)

-지원 대상
2000년~2010년생 남녀(국적 무관)

-지원 방법
1. 영상준비
* 본인접수: 가이드라인에 맞춘 지원 영상 및 사진 준비
(자기소개 및 사진)
* 추천접수: 추천하고 싶은 친구의 사진(링크 또는 파일)을 준비
- 용량이 클 경우
유튜브, 구글 드라이브 등 링크를 첨부 해주세요.

2. 메일 내 필수 내용 기재
- 이메일 외 연락 가능한 연락처
(SNS ID, 휴대번호, 각종메신저 ID 등)
- 간단한 본인 프로필
(이름, 국적, 나이, 키, 몸무게)
또는 친구 프로필(이름, 국적, 나이)
- 메일 제목에 [비주얼오디션] 반드시 기재

3. 영상과 함께 이메일로 접수해주세요.
(audition@wake-one.com)

** 추천해 준 친구가 연습생 계약이 성사될 경우
추천인에게 “WAKEONE 아티스트의 사인CD”를 선물로 드립니다.

-오디션 문의
audition@wake-one.com
(오디션 문의사항은 공식 이메일로만 접수 받습니다.)",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=7&document_srl=463812,80
YG DM AUDITION #13,YG 엔터테인먼트,2003,2012,"보컬, 랩, 댄스",남자,2022-08-26,"YG DM AUDITION #13
?
[모집기간]
2022년 8월 1일 (월) - 8월 26일 (금)
?
[모집대상]
2003년 - 2012년생 남자
?
[모집분야]
보컬, 랩, 댄스
?
[접수방법]
인스타그램 DM 접수
* 메시지 내 이름, 생년월일, 신장, 몸무게, 연락처 기재
* 보컬,랩,댄스 중 한 가지 분야 선택하여 30초 분량의 영상 전송
* 보컬,랩 지원 시 상반신 / 댄스 지원 시 전신 촬영
?

?
[Application Period]
August 1st(Mon) - August 26th(Fri), 2022
?
[Qualification]
Anyone male born between 2003 - 2012
?
[Category]
Vocal, Rap, Dance
?
[How to apply]
Apply through Instagram DM
*Include the name, date of birth, height, weight, and contact on DM
*Select one from a vocal, rap or dance and send a video within 30 seconds
*Required to show upper-body for vocal or rap / Full-body for dance
?",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=7&document_srl=463807,81
JYP Entertainment 2022 센터오디션 8월,JYP 엔터테인먼트,0,0,-,모두,2022-08-16,"<JYP Entertainment 2022 센터오디션 8월 일정 안내>
?
안녕하세요, JYP엔터테인먼트 캐스팅팀입니다.
2022년 8월 센터오디션 일정을 아래와 같이 안내 드립니다.
?
<2022년 8월 7일 센터오디션>
오디션 일자 : 2022년 8월 7일 (일요일)
오디션 시간 :
- 국내 PM 12:00, 13:00, 14:00, 15:00, 16:00
- 해외 PM 13:00, 14:00, 15:00, 16:00
접수 페이지 오픈 : 2022년 8월 1일 (월요일) PM 1:00 ~
?
<2022년 8월 21일 센터오디션>
오디션 일자 : 2022년 8월 21일 (일요일)
오디션 시간 :
- 국내 PM 12:00, 13:00, 14:00, 15:00, 16:00
- 해외 PM 13:00, 14:00, 15:00, 16:00
접수 페이지 오픈 : 2022년 8월 16일 (화요일) PM 1:00 ~
?
오디션 접수 마감이 빠를 수 있으며, 마감 후엔 지원이 불가능 하니 참고 바랍니다. 감사합니다.
?
<JYP Entertainment 2022 Monthly Audition August Schedule>
?
Hello, this is JYP Entertainment Casting Team.
The schedule for August JYP Monthly Audition is as follows:
?
<JYP Monthly Audition on August 7th, 2022>
Audition Date : August 7th, 2022 (SUN)
Audition Time :
- Koreans PM 12:00, 13:00, 14:00, 15:00, 16:00 (KST)
- Non-Koreans PM 13:00, 14:00, 15:00, 16:00 (KST)
Registration Page Open : August 1st, 2022 (MON) PM 1:00 ~ (KST)
?
<JYP Monthly Audition on August 21st, 2022>
Audition Date : August 21st, 2022 (SUN)
Audition Time :
- Koreans PM 12:00, 13:00, 14:00, 15:00, 16:00 (KST)
- Non-Koreans PM 13:00, 14:00, 15:00, 16:00 (KST)
Registration Page Open : August 16th, 2022 (TUE) PM 1:00 ~ (KST)
?
Limited spots for the audition may fill up very fast once the audition page opens. Be aware that you will no longer be able to apply once it is filled. Thank you.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=7&document_srl=463589,82
도전! 블록벨 BBC BLIND AUDITION : 2010’S VOCAL 편,블록베리크리에이티브,2001,2010,보컬,남자,2022-08-21,"도전! 블록벨 “MZ세대의 가슴을 울려라.”
BBC BLIND AUDITION - 2010’S VOCAL 편

- 접수 기간 : 22년 8월 1일 ~ 22년 8월 21일
- 지원 자격 : 2001년 ~ 2010년 이전 출생 남자(국적 무관)
- 지원 방법
지정 곡 2절부터 끝까지 가창하는 모습 촬영 (무반주)
카카오채널 @blockberryaud
혹은 이메일 bbcaudition@blockberrycreative.com로
영상과 함께 [이름/생년월일/연락처(전화번호&이메일)] 작성 후 전송!

*오디션 합격자에 한하여 개별 연락드립니다.

- 지정곡
EXO - <Baby, Don’t Cry(인어의 눈물)>  1분 13초 ~
규현 - <광화문에서(At Gwanghwamun)> 1분 46초 ~
태양 - <눈, 코, 입> 1분 27초 ~
허각 - <나를 사랑했던 사람아> 1분 55초 ~

- 문의
kakao ID : blockberryaud bbcaudition@blockberrycreative.com",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=7&document_srl=463586,83
2022 CUBE 8월 공개오디션,큐브 엔터테인먼트,"20,032,006",0,"보컬,랩,댄스,기타",모두,2022-08-14," 안녕하세요, 큐브 신인개발팀입니다. 

?2022 CUBE 8월 공개오디션?

지원 방법
날짜: 2022년 8월 14일 (일)
장소: 큐브엔터테인먼트
접수: 현장접수 (접수시간: 12:00-16:00)

지원 자격 (국적 무관)
2003년 이후 출생 남성, 2006년 이후 출생 여성

지원 부문
보컬, 랩, 댄스, 비주얼 中 1택
(*자세한 사항은 안내 포스터 필수 참고)

결과 발표
합격자에 한하여 추후 개별 공지

유의사항
- 만 14세 미만의 지원자의 경우 큐브 오디션 홈페이지 공지에 있는 보호자 동의서 필수 지참하셔야 합니다.
(*보호자 동의서 미지참 시 오디션 지원 불가)
- 안전을 위해 입장 시 발열 체크를 하고 있습니다. 발열 또는 호흡기 증상이 있을 시 오디션 지원이 불가합니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=7&document_srl=463407,84
2022 WM SUMMER TOUR AUDITION : W-Fi,WM 엔터테인먼트,2004,2011,"보컬,랩,댄스,연기",모두,2002-08-21,"2022 WM SUMMER TOUR AUDITION
W-Fi

[지원 분야]
보컬 - 무반주 자유곡 (1분 이내)
랩 ? 무반주 자유곡 (1분 이내)
댄스 ? 개인이 준비한 음원의 자유댄스 (MP3 플레이어 및 스마트폰에 1분 이내 음원 준비, 별도의 연결 젠더 필수 지참)
연기 ? 자유연기 (1분 30초 이내)

[지원 자격]
국적 무관, 2004년생~2011년생 사이 출생 남, 여 모두

[1차 예선 지역 일정]
대전 : 07. 29(금) 3PM 지비아카데미 (042-488-6662)
청주 : 07. 30(토) 3PM 듀스타종합예술학원 (043-275-1230)
광주 : 08. 06(토) 4:30PM 조이댄스 플러그인뮤직아카데미 광주점 (062-223-0999)
전주 : 08. 07(일) 3PM 쟈니스튜디오 (063-232-6108)
춘천 : 08. 12(금) 5PM 아라댄스아카데미학원 석사본원 (033-263-9900)
원주 : 08. 13(토) 3:30PM 1st Place Dance Studio (033-746-0724)
부산 : 08. 19(금) 5PM 뮤닥터아카데미 부산직영점 (051-678-4154)
대구 : 08. 20(토) 3PM 원테이크아카데미 (053-424-3620)
서울 : 08. 27(토) 2PM WM엔터테인먼트 (02-534-3359)

[접수 방법]
1) 지역별 당일 현장 접수
- 지역별 오디션 시작 1시간 후 현장 접수 마감 / 해당 학원 개별 문의 및 접수
- 학원생 외 외부 지원자 지원 가능

2) 사전 접수 진행
- 서울지역 예선만! 사전 접수 진행 (7/01~8/21까지)
- *구글폼 신청* https://forms.gle/FEGaDXKCJZd51HMm6

[문의사항]
WM 신인개발팀 카카오톡 채널 : WM 신인개발팀
WM 신인개발팀 인스타그램 : https://www.instagram.com/wm_ggumnamu/",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=7&document_srl=462012,85
2022 PLEDIS AUDITION FOR LAST MEMBER in KOREA,플레디스 엔터테인먼트,2001,0,"보컬,랩,댄스,연기",남자,2022-08-14,"2022 PLEDIS AUDITION FOR LAST MEMBER in KOREA 

플레디스와 함께 할 2023년 데뷔팀의 마지막 멤버를 찾는 오프라인 공개 오디션이 열립니다.

 ㆍ일정 (택1)
1회차 ▶ 7월 31일 (일) 12PM
2회차 ▶ 8월 14일 (일) 12PM 

ㆍ지원 대상
2001년 이후 출생인 남자 / 국적 무관 

ㆍ지원 분야 (택1)
① Voice (보컬, 랩 - 무반주)
② Performance (댄스 자유곡, 개별 음원 준비)
③ Acting / Model (자유연기 / 포즈 3개) 

ㆍ장소
*서울* 서초구 강남대로 363 363강남타워 B2 (강남역 5번 출구 도보1분)

ㆍ접수방법
① 사전 접수
* 구글폼 ▶ https://forms.gle/ixtwQ72CQkFV1G258
* 진행 회차 전날 23시59분까지 접수 가능

② 현장 접수
* 1PM ~ 4PM까지 (시간 내 선착순 현장 접수)
* 신원 확인 할 수 있는 서류 (학생증,신분증,여권,등본 등) 필수 지참
* 14세 미만일 경우 보호자 동의서 필수   

ㆍ진행 방식
① 사전 접수 인원 우선 진행 후 현장 접수 인원 진행 
② 48시간 내 1차 합격자에 한해 결과 통보

- 음원은 개인 핸드폰에 준비 부탁드립니다.
- 최종 합격자에게는 플레디스 2023년 데뷔팀 멤버가 될 수 있는 기회가 주어집니다.
- 개인 정보는 심사 목적 이외의 용도로 사용되지 않습니다.
- 불합격자에게는 별도의 연락을 하지 않으니 양해 부탁드립니다.
- 코로나19 감염 상황에 따라 일정에 변경이 있을 수 있으니 양해 부탁드립니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=7&document_srl=461612,86
